customer_tweet_id,customer_id,customer_created_at,customer_text,customer_text_raw,reply_tweet_id,reply_created_at,reply_text,reply_text_raw,response_minutes,reply_asks_dm
338627,196837,2017-10-07 21:22:26+00:00,my macbook is ded help @user,my macbook is ded help @115858,338625,2017-10-07 22:49:49+00:00,We're pleased to help. Will it not power on? Is it frozen? This article helps with the former: <URL>,"@196837 We're pleased to help. Will it not power on? Is it frozen? This article helps with the former:
https://t.co/RqWW0duJ0U",87.4,False
345298,198161,2017-10-08 00:26:46+00:00,I have issue with macOS High Sierra Supplemental Update After update I can’t copy or past any text or files,"@AppleSupport  I have issue with macOS High Sierra Supplemental Update
After update I can’t copy or past any text or files",345295,2017-10-08 02:35:26+00:00,We are here for you. What happens when you try to copy and paste? Is this issue happening when using specific apps?,@198161 We are here for you. What happens when you try to copy and paste? Is this issue happening when using specific apps?,128.7,False
1912287,316417,2017-10-26 18:59:17+00:00,Ios freaking calc #worstios11# ios11bugful <URL>,@AppleSupport Ios freaking calc #worstios11# ios11bugful https://t.co/kh138uHdOw,1912286,2017-10-26 19:28:19+00:00,We'd be delighted to investigate further what you're experiencing with your iPhone. Please meet up with us in DM to get started. <URL>,@316417 We'd be delighted to investigate further what you're experiencing with your iPhone. Please meet up with us in DM to get started. https://t.co/GDrqU22YpT,29.0,True
2145652,630777,2017-11-08 23:07:37+00:00,when are y’all gonna fix this eye glitch.. I’m asking for me myself and all eyephone users 🤔,@115858 when are y’all gonna fix this eye glitch.. I’m asking for me myself and all eyephone users 🤔,2145651,2017-11-09 00:15:44+00:00,Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,@630777 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,68.1,False
2246724,654770,2017-11-26 11:06:39+00:00,why my iphone 7 hanging after ios update 11.1.2??,@AppleSupport why my iphone 7 hanging after ios update 11.1.2??,2246723,2017-11-26 14:53:00+00:00,We would like to work together and get some information on what you're experiencing. Please send us a DM letting us know where you're experiencing the hanging. <URL>,@654770 We would like to work together and get some information on what you're experiencing. Please send us a DM letting us know where you're experiencing the hanging. https://t.co/GDrqU22YpT,226.4,True
1900229,566289,2017-10-23 22:27:22+00:00,Whatever happened to @user having good customer service. Seriously thinking about what my next device will be. signed #previousfanboy,Whatever happened to @115858 having good customer service. Seriously thinking about what my next device will be. signed #previousfanboy,1900228,2017-10-23 22:32:46+00:00,Thanks for reaching out to us. Can you please send us a DM and let us know the issue that you are having? <URL>,@566289 Thanks for reaching out to us. Can you please send us a DM and let us know the issue that you are having? https://t.co/GDrqU22YpT,5.4,True
2205780,644926,2017-11-09 22:14:17+00:00,This I️ shit is getting on my nerves lol fix this shit @user,This I️ shit is getting on my nerves lol fix this shit @115858,2205779,2017-11-09 23:54:00+00:00,"An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: <URL>","@644926 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",99.7,False
897680,333184,2017-10-13 18:28:02+00:00,3rd time logic board replacement. @user @user video issues keep my MacBook Pro in the @AppleSupport #help @user,3rd time logic board replacement. @8090 @115858 video issues keep my MacBook Pro in the @AppleSupport #help @116333,897679,2017-10-13 18:46:00+00:00,We're here to help. DM us if you're still experiencing any issues and we can go from there together. <URL>,@333184 We're here to help. DM us if you're still experiencing any issues and we can go from there together. https://t.co/GDrqU22YpT,18.0,True
2126036,626084,2017-11-08 17:11:04+00:00,"When You Figure Out How To Keep Your “I” in Normal, Regardless Of What Fuckery @user Is Up Too! 🤷🏽‍♂️","When You Figure Out How To Keep Your “I” in Normal, Regardless Of What Fuckery @115858 Is Up Too! 
🤷🏽‍♂️",2126035,2017-11-08 18:38:25+00:00,Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,@626084 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,87.4,False
225150,169780,2017-11-25 02:01:45+00:00,why does this message pop up for no reason? It happens on Facebook and taptapfish and I'm not doing anything any different. <URL>,@AppleSupport why does this message pop up for no reason? It happens on Facebook and taptapfish and I'm not doing anything any different. https://t.co/UQhZRArUJp,225149,2017-11-25 02:09:29+00:00,We’d like to figure out why this is happening too. Does this happen when you have a charger cable connected?,@169780 We’d like to figure out why this is happening too. Does this happen when you have a charger cable connected?,7.7,False
2149068,631609,2017-11-09 00:35:59+00:00,Ok @user @AppleSupport my phone was at 21 percent EXACTLY 21% and my phone just cuts off and tells me i need to charge it that its at 0 dafuq it didnt even show the 20 percent warning 😑😑,Ok @115858 @AppleSupport my phone was at 21 percent EXACTLY 21% and my phone just cuts off and tells me i need to charge it that its at 0 dafuq it didnt even show the 20 percent warning 😑😑,2149067,2017-11-09 00:48:29+00:00,Is the iPhone updated to iOS 11.1? <URL> Send us a DM and let us know. Include the country you're in. <URL>,@631609 Is the iPhone updated to iOS 11.1? https://t.co/80YRnjDFDk Send us a DM and let us know. Include the country you're in. https://t.co/GDrqU22YpT,12.5,True
2727816,764902,2017-11-09 01:34:15+00:00,IOS11 has completely destroyed my phone. Lets get it together guys,@115858 IOS11 has completely destroyed my phone. Lets get it together guys,2727815,2017-11-09 01:47:55+00:00,We want to help. Please DM us details of what is happening and we'll work together on getting your iPhone working as expected. <URL>,@764902 We want to help. Please DM us details of what is happening and we'll work together on getting your iPhone working as expected. https://t.co/GDrqU22YpT,13.7,True
2004653,592797,2017-11-03 22:55:19+00:00,ayyeee naw @user @AppleSupport I️ can not respect the glitches in the system. I️ forgive y’all but y’all gotta get it together,ayyeee naw @2531 @AppleSupport I️ can not respect the glitches in the system. I️ forgive y’all but y’all gotta get it together,2004652,2017-11-04 03:01:00+00:00,"Thanks for reaching out. If you're on iOS 11.1, try this: <URL> Questions? Feel free to send us a DM. <URL>","@592797 Thanks for reaching out. If you're on iOS 11.1, try this: https://t.co/xU1AGHStV6 Questions? Feel free to send us a DM. https://t.co/GDrqU22YpT",245.7,True
1592368,489465,2017-11-04 21:23:22+00:00,What’s up with the weird ass boxes and text @AppleSupport,What’s up with the weird ass boxes and text @AppleSupport,1592367,2017-11-05 01:08:26+00:00,Thank you for contacting us for support. We'd like to help out. Let us know if this article helps: <URL>,@489465 Thank you for contacting us for support. We'd like to help out. Let us know if this article helps: https://t.co/sDSg93LaFu,225.1,False
2093836,618674,2017-11-08 03:10:14+00:00,I️ would like to be able to type I️ please help,@115858 I️ would like to be able to type I️ please help,2093835,2017-11-08 05:10:00+00:00,Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,@618674 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,119.8,False
440784,219582,2017-10-08 20:03:32+00:00,"hey @AppleSupport, after #highsierra I don't have album art in finder anymore. any solution?","hey @AppleSupport, after #highsierra I don't have album art in finder anymore. any solution?",440785,2017-10-08 21:26:25+00:00,"In Finder, under the ""Go"" menu > Home > Music > iTunes. Is it listed here?","@219582 In Finder, under the ""Go"" menu &gt; Home &gt; Music &gt; iTunes. Is it listed here?",82.9,False
1715245,519476,2017-11-07 02:31:51+00:00,Same with this letter I shxt. Way to make the most common letter used to be fkd up the week of new phone releases @AppleSupport @user,Same with this letter I shxt. Way to make the most common letter used to be fkd up the week of new phone releases @AppleSupport @115858,1715244,2017-11-07 03:30:29+00:00,Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,@519476 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,58.6,False
1497973,467798,2017-11-03 03:28:03+00:00,what the hell is up with “I️ “????,@AppleSupport @115858 what the hell is up with “I️ “????,1497972,2017-11-03 12:49:27+00:00,We want to look into this. DM us your device and OS version and we'll continue there. <URL>,@467798 We want to look into this. DM us your device and OS version and we'll continue there. https://t.co/GDrqU22YpT,561.4,True
285209,174562,2017-10-06 07:28:42+00:00,can’t seem to change my music playing on my phone via workout on the #AppleWatch anymore?! Where’s this gone?,@AppleSupport can’t seem to change my music playing on my phone via workout on the #AppleWatch anymore?! Where’s this gone?,285206,2017-10-06 14:04:00+00:00,We're glad you asked. Now you can create a playlist on your Apple Watch. Check this out: <URL>,@174562 We're glad you asked. Now you can create a playlist on your Apple Watch. Check this out: https://t.co/kPrTO9IGph,395.3,False
2414355,270609,2017-11-14 16:58:33+00:00,"Dear @AppleSupport please get I️t together! I have to reset my phone every other email, and yes I’ve m done your 88000 updates. Sincerely loyal, but annoyed customers <URL>","Dear @AppleSupport please get I️t together! I have to reset my phone every other email, and yes I’ve m done your 88000 updates.  Sincerely loyal, but annoyed customers https://t.co/U0fmlHXyjR",2414353,2017-11-14 17:25:27+00:00,"We're here for you. When you say you have to reset every other email, what do you mean by that exactly? Thanks.","@270609 We're here for you. When you say you have to reset every other email, what do you mean by that exactly? Thanks.",26.9,False
2039771,603109,2017-11-07 19:53:08+00:00,Fix the fking issue with this. I️ can’t take it anymore. @AppleSupport,Fix the fking issue with this. I️ can’t take it anymore. @AppleSupport,2039770,2017-11-07 21:01:50+00:00,Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL> <URL>,@603109 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,68.7,False
2065473,610804,2017-10-07 21:36:50+00:00,"Hey @AppleSupport I’m on iOS 11.0.2, can’t txt, can’t send photos, can hardly dm photos on twitter, Siri won’t call contacts, & no battery.","Hey @AppleSupport I’m on iOS 11.0.2,  can’t txt, can’t send photos, can hardly dm photos on twitter, Siri won’t call contacts, &amp; no battery.",2065472,2017-10-07 23:16:00+00:00,We'd love to help. What happens when you try to do any of those things you've mentioned? Tell us in DM. <URL>,@610804 We'd love to help. What happens when you try to do any of those things you've mentioned? Tell us in DM. https://t.co/GDrqU22YpT,99.2,True
2508194,439412,2017-11-15 21:09:10+00:00,Hey @AppleSupport is there a problem with Apple Feedback website? <URL>,Hey @AppleSupport is there a problem with Apple Feedback website? https://t.co/e8UiJX95zi,2508192,2017-11-15 21:54:54+00:00,"We've tested it on our end and it appears to be working. There are required fields, such as the ""Comment"" section. Did you make sure you have a comment in this field? If so, please make sure it's still showing and try to submit again. Let us know if this helps.","@439412 We've tested it on our end and it appears to be working. There are required fields, such as the ""Comment"" section. Did you make sure you have a comment in this field? If so, please make sure it's still showing and try to submit again. Let us know if this helps.",45.7,False
841925,320265,2017-10-13 03:29:52+00:00,"As soon as an update releases, iPhones start acting up and glitch a lot. Care to elaborate? @user","As soon as an update releases, iPhones start acting up and glitch a lot. Care to elaborate? @115858",841924,2017-10-13 12:24:44+00:00,We can look into this with you. What's happening with the iPhone after the update specifically?,@320265 We can look into this with you. What's happening with the iPhone after the update specifically?,534.9,False
2016235,596236,2017-11-05 17:38:39+00:00,Yo @AppleSupport fix this glitch <URL>,Yo @AppleSupport fix this glitch https://t.co/lPvCFFp5OF,2016234,2017-11-05 20:27:30+00:00,Thanks for reaching out. We have a workaround for this here: <URL> DM us if you still need help. <URL>,@596236 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,168.8,True
1872101,559036,2017-10-20 02:05:20+00:00,YALL UPDATE MESSED MY PHONE UP @AppleSupport,YALL UPDATE MESSED MY PHONE UP @AppleSupport,1872100,2017-10-20 02:48:57+00:00,"If you need help with your iPhone, we're here for you. Meet us in DM and tell us what you're seeing or how we can help. <URL>","@559036 If you need help with your iPhone, we're here for you. Meet us in DM and tell us what you're seeing or how we can help. https://t.co/GDrqU22YpT",43.6,True
1748714,527093,2017-11-07 13:32:56+00:00,no problem typing the letter “I” but the letter shows up as the “A Square?” everywhere. Text replace doesn’t help. Tips?,@AppleSupport no problem typing the letter “I” but the letter shows up as the “A Square?” everywhere. Text replace doesn’t help. Tips?,1748713,2017-11-07 16:26:00+00:00,Let's work together on this toward a solution. DM us and we'll get started there. <URL>,@527093 Let's work together on this toward a solution. DM us and we'll get started there. https://t.co/GDrqU22YpT,173.1,True
1830153,549207,2017-10-17 16:19:02+00:00,"ios11 updates have broken my phone, I litterally can not use it.","@115858 @AppleSupport ios11 updates have broken my phone, I litterally can not use it.",1830152,2017-10-17 16:36:26+00:00,Let's sort this out together. What kind of issues have you noticed since updating? DM us with details using this link: <URL>,@549207 Let's sort this out together. What kind of issues have you noticed since updating? DM us with details using this link: https://t.co/GDrqU22YpT,17.4,True
274874,181668,2017-11-25 03:17:56+00:00,I updated my phone and it’s worse than before... Like come on bruh🤦🏾‍♂️ @user,I updated my phone and it’s worse than before... Like come on bruh🤦🏾‍♂️  @115858,274873,2017-11-25 03:27:52+00:00,We'd be happy to assist with any issues you're having. Could you please send us a DM with some details? <URL>,@181668 We'd be happy to assist with any issues you're having. Could you please send us a DM with some details? https://t.co/GDrqU22YpT,9.9,True
1672008,508909,2017-11-06 04:00:29+00:00,I guess I'm not getting AppleCare+ for my #iPhoneX because of the apostrophe in my name. I'd really appreciate a response from @AppleSupport,I guess I'm not getting AppleCare+ for my #iPhoneX because of the apostrophe in my name. I'd really appreciate a response from @AppleSupport,1672007,2017-11-06 13:31:41+00:00,"Hello Justin, we'd love to help. Meet us in DM and we'll get started. <URL>","@508909 Hello Justin, we'd love to help. Meet us in DM and we'll get started. https://t.co/GDrqU22YpT",571.2,True
2141643,629745,2017-11-08 19:41:36+00:00,y’all tripping!! Get this question mark fixed! These android users getting bold 😡🤬,@115858 y’all tripping!! Get this question mark fixed! These android users getting bold 😡🤬,2141641,2017-11-08 22:54:49+00:00,Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,@629745 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,193.2,False
772786,304602,2017-10-12 00:43:44+00:00,"your new update has TOTALLY messed my phone up, and I’m not the only one! <URL>","@115858 your new update has TOTALLY messed my phone up, and I’m not the only one! https://t.co/0JVFVZ4SpR",772785,2017-10-12 01:02:00+00:00,We're here to help. Send us a DM with which iPhone you have and the iOS version number to begin. <URL>,@304602 We're here to help. Send us a DM with which iPhone you have and the iOS version number to begin. https://t.co/GDrqU22YpT,18.3,True
553601,249125,2017-12-02 16:22:21+00:00,Why is my phone keep acting like it’s cutting off then taking me back to my lock screen @AppleSupport on 98% 🧐,Why is my phone keep acting like it’s cutting off then taking me back to my lock screen @AppleSupport on 98% 🧐,553600,2017-12-02 20:01:00+00:00,We'd be glad to look into this with you. Can you tell us which iPhone and version of software you're using? When did this issue begin?,@249125 We'd be glad to look into this with you. Can you tell us which iPhone and version of software you're using? When did this issue begin?,218.6,False
1919663,571517,2017-10-26 12:37:09+00:00,why is my Apple Music saying expired? It’s clearly not...I try to play a song and the 2nd picture comes up... <URL>,@AppleSupport why is my Apple Music saying expired? It’s clearly not...I try to play a song and the 2nd picture comes up... https://t.co/oRwzKG0ZoK,1919662,2017-10-26 14:38:00+00:00,That’s a good question. Let us know if you’ve already tried restarting your iPhone in DM. We’ll continue working there. <URL>,@571517 That’s a good question. Let us know if you’ve already tried restarting your iPhone in DM. We’ll continue working there. https://t.co/GDrqU22YpT,120.8,True
1305623,425103,2017-10-27 02:11:22+00:00,"Hi @AppleSupport I just bought my iPhone Plus phone but I chose the SIM free version that is not supported on my country, could I change it?","Hi @AppleSupport I just bought my iPhone Plus phone but I chose the SIM free version that is not supported on my country, could I change it?",1305622,2017-10-27 02:16:27+00:00,"Thanks for reaching out! Just to confirm, was the iPhone purchased online, at an Apple Store, or from a carrier?","@425103 Thanks for reaching out! Just to confirm, was the iPhone purchased online, at an Apple Store, or from a carrier?",5.1,False
687920,284304,2017-11-23 06:53:13+00:00,please fuckin help me I need my account recovered now,@115858 please fuckin help me I need my account recovered now,687919,2017-11-23 14:22:29+00:00,We'd like offer any assistance we can. Tell us more about the issue you're having in DM. We'll go from there. <URL>,@284304 We'd like offer any assistance we can. Tell us more about the issue you're having in DM. We'll go from there. https://t.co/GDrqU22YpT,449.3,True
2438513,699445,2017-11-14 21:43:53+00:00,wtf with this I️??????,@115858 wtf with this I️??????,2438512,2017-11-14 22:06:01+00:00,Hey there. We recently released an update that addresses this issue. Be sure to create a backup before updating. This link helps with this process: <URL>,@699445 Hey there. We recently released an update that addresses this issue. Be sure to create a backup before updating. This link helps with this process: https://t.co/80YRnjDFDk,22.1,False
2310917,670215,2017-11-13 03:55:35+00:00,"Help!! I cant start download anything on @user, even I cant update app.. just loading only.. @AppleSupport iphone 7 plus ios 11.1.1 <URL>","Help!! I cant start download anything on @118936, even I cant update app.. just loading only.. @AppleSupport iphone 7 plus ios 11.1.1 https://t.co/rM9cYZkidW",2310916,2017-11-13 04:48:32+00:00,We’re here to help. Let’s team up in DM and we’ll do our best to assist you. <URL>,@670215 We’re here to help. Let’s team up in DM and we’ll do our best to assist you. https://t.co/GDrqU22YpT,53.0,True
1058936,370009,2017-10-23 04:03:10+00:00,So iOS 11 sucks and apparently I can’t charge my phone anymore @user,So iOS 11 sucks and apparently I can’t charge my phone anymore @115858,1058935,2017-10-23 12:36:31+00:00,"We'd like to help get your iPhone charged. To start, check out these steps: <URL> Let us know what happens.","@370009 We'd like to help get your iPhone charged. To start, check out these steps: https://t.co/uqxquyfdn0 Let us know what happens.",513.4,False
1889816,563571,2017-10-22 13:56:44+00:00,"my sms messages are not showing me the contact names that they are from, but the contact still exists in my contacts. Any thoughts?","@AppleSupport my sms messages are not showing me the contact names that they are from, but the contact still exists in my contacts. Any thoughts?",1889814,2017-10-22 16:02:26+00:00,We're happy to help! Let's move to DM for more room to troubleshoot. Let us know if iMessage and SMS are displaying incorrectly. <URL>,@563571 We're happy to help! Let's move to DM for more room to troubleshoot. Let us know if iMessage and SMS are displaying incorrectly. https://t.co/GDrqU22YpT,125.7,True
1768897,531820,2017-11-07 22:02:45+00:00,#watchos 4.1 update lukt niet !! Foutmelding “u moet verbonden zijn met het internet”.....terwijl dit wel het geval is !!?@AppleSupport,#watchos 4.1 update lukt niet !! Foutmelding “u moet verbonden zijn met het internet”.....terwijl dit wel het geval is !!?@AppleSupport,1768896,2017-11-07 22:48:00+00:00,We offer support via Twitter in English. Contact us for help in your preferred language here: <URL>,@531820 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,45.2,False
1751400,527693,2017-11-07 15:06:37+00:00,Dear @AppleSupport Can y’all hurry up with 11.1.1 $1200+ for a phone and I’m missing notifications and can’t speak on myself in 1st person,"Dear @AppleSupport 

Can y’all hurry up with 11.1.1
$1200+ for a phone and I’m missing notifications and can’t speak on myself in 1st person",1751399,2017-11-07 18:27:01+00:00,We want your iPhone working for you; we'll do all we can to help. Connect with us in DM to get started: <URL>,@527693 We want your iPhone working for you; we'll do all we can to help. Connect with us in DM to get started: https://t.co/GDrqU22YpT,200.4,True
693691,285396,2017-10-05 20:35:49+00:00,My phone has had nothing but problems since updating to the new IOS @AppleSupport #iphone #problems #update,My phone has had nothing but problems since updating to the new IOS @AppleSupport #iphone #problems #update,693690,2017-10-05 21:48:25+00:00,We'd love to help out. What kind of issues are you having since the update?,@285396 We'd love to help out. What kind of issues are you having since the update?,72.6,False
950940,345566,2017-10-21 18:03:24+00:00,"I have contacted apple support 3 times to solve a simple problem on my phone, & every time they have done nothing but cause another","@115858
I have contacted apple support 3 times to solve a simple problem on my phone, &amp; every time they have done nothing but cause another",950941,2017-10-21 20:14:35+00:00,We want to make sure your concerns are addressed properly. Let's meet up in DM to discuss the matter in greater detail. <URL>,@345566 We want to make sure your concerns are addressed properly. Let's meet up in DM to discuss the matter in greater detail. https://t.co/GDrqU22YpT,131.2,True
299667,187431,2017-10-06 16:54:33+00:00,"can I connect the Apple TV 4K to a standard HDTV, or will it only work on a 4K TV?","@AppleSupport can I connect the Apple TV 4K to a standard HDTV, or will it only work on a 4K TV?",299666,2017-10-06 20:08:54+00:00,"You can connect it, but will not have the 4K capability. It'll show the highest resolution possible: <URL>","@187431 You can connect it, but will not have the 4K capability. It'll show the highest resolution possible: https://t.co/Mb2W0pwKuS",194.4,False
1049054,367938,2017-11-25 17:21:42+00:00,just got an iPod 6th gen And iOS 11 is pretty much glitched out in all possible ways Posting just the one I found interesting <URL>,"@AppleSupport just got an iPod 6th gen
And iOS 11 is pretty much glitched out in all possible ways
Posting just the one I found interesting https://t.co/VhR1EWgRee",1049053,2017-11-25 17:36:27+00:00,"If you're running into issues with your iPod and the way it's responding, we'd like to help you out. Please tell us the exact issue(s) you're experiencing. Also, please let us know what version of the iOS software you currently have installed. <URL>","@367938 If you're running into issues with your iPod and the way it's responding, we'd like to help you out. Please tell us the exact issue(s) you're experiencing. Also, please let us know what version of the iOS software you currently have installed. https://t.co/GDrqU22YpT",14.8,False
2944550,619044,2017-11-29 08:56:36+00:00,"Tell me why, i get airpods and they come out the box broken? smh. Cant connect to anything. i hate apple products and now my hate is justified. thanks for nothin.","@AppleSupport Tell me why, i get airpods and they come out the box broken? smh. Cant connect to anything. i hate apple products and now my hate is justified. thanks for nothin.",2944549,2017-11-29 14:45:00+00:00,This is not the experience we want you to have with your new AirPods. Have you checked out the steps here to set up your AirPods for the first time: <URL> Let us know in DM. <URL>,@619044 This is not the experience we want you to have with your new AirPods. Have you checked out the steps here to set up your AirPods for the first time: https://t.co/1gycpwHngk Let us know in DM. https://t.co/GDrqU22YpT,348.4,True
2109869,228131,2017-11-08 11:46:57+00:00,- How do I export a Tone from Garageband now - sending to iTunes does nothing. #iTunes #Garageband #CustomRingtone <URL>,@AppleSupport - How do I export a Tone from Garageband now - sending to iTunes does nothing. #iTunes #Garageband #CustomRingtone https://t.co/6NNtdEvOzR,2109868,2017-11-08 16:07:34+00:00,We'll help you get to the right place for assistance. Connect with our team for GarageBand here: <URL>,@228131 We'll help you get to the right place for assistance. Connect with our team for GarageBand here: https://t.co/IBIY3vMgPj,260.6,False
486098,230641,2017-12-01 13:11:42+00:00,I tried to enroll in the Apple Heart study but it’s saying my Apple Watch isn’t compatible. I was under the impression that all Apple Watche users were able to enroll...,@AppleSupport I tried to enroll in the Apple Heart study but it’s saying my Apple Watch isn’t compatible. I was under the impression that all Apple Watche users were able to enroll...,486096,2017-12-01 15:41:48+00:00,Thanks for reaching out. The Apple Heart Study is available to you if you're using an Apple Watch Series 1 or later. You can learn more about this study here: <URL>,@230641 Thanks for reaching out. The Apple Heart Study is available to you if you're using an Apple Watch Series 1 or later. You can learn more about this study here: https://t.co/Z0X7gkKLfm,150.1,False
286868,184352,2017-10-06 09:44:17+00:00,What is this arrow? Appered after ios 11.02. <URL>,@AppleSupport What is this arrow? Appered after ios 11.02. https://t.co/iHpweqTKM0,286867,2017-10-06 14:54:45+00:00,"We'd like to look into this further with you. Send us a DM, and we'll go from there. <URL>","@184352 We'd like to look into this further with you. Send us a DM, and we'll go from there. https://t.co/GDrqU22YpT",310.5,True
1748788,527117,2017-11-07 12:57:49+00:00,Can y’all fix this or nah➡️➡️ “I️ “,@115858 Can y’all fix this or nah➡️➡️ “I️ “,1748787,2017-11-07 16:20:41+00:00,Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,@527117 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,202.9,False
